location_id,location_name,iso3,sdi_2023,observed_2023,expected_2023,excess_2023,oe_ratio_2023,high_observed_2023,high_excess_2023,burden_profile_2023,high_excess_years_2000_2023,marked_adverse_domains_2023,n_marked_domains_2023,dominant_adverse_domain_2023
17,Sri Lanka,LKA,0.730697976,6790.61867487166,3805.923944284083,2984.694730587577,1.7842234301791902,False,True,Excess-only,24,Household energy/HAP; Climate/transmission; WASH; Immunisation/UHC; Nutrition; Health resources,6,Household energy/HAP
18,Thailand,THA,0.68718778,7983.282763665279,4994.266745775341,2989.0160178899378,1.5984894620253016,True,True,Double-high,24,Climate/transmission,1,Climate/transmission
19,Timor-Leste,TLS,0.484532958,13821.334826356118,11788.407391408344,2032.9274349477744,1.1724514064918912,True,True,Double-high,13,Climate/transmission; HIV/TB,2,HIV/TB
20,Viet Nam,VNM,0.64302812,6907.004009406701,6342.1022634285,564.9017459782008,1.0890716867237675,False,False,Neither,11,Climate/transmission; Immunisation/UHC; Health resources,3,Immunisation/UHC
22,Fiji,FJI,0.686418864,7945.86596487596,5016.608083602834,2929.2578812731263,1.5839120442451202,True,True,Double-high,20,Household energy/HAP; Climate/transmission; Health resources,3,Household energy/HAP
23,Kiribati,KIR,0.542688753,8611.86182316997,9751.215572139012,-1139.3537489690425,0.8831577724294822,True,False,Structural high,0,Household energy/HAP; Climate/transmission; WASH; HIV/TB,4,HIV/TB
24,Marshall Islands,MHL,0.605458023,10544.27684779045,7576.032274733306,2968.2445730571444,1.3917940770865622,True,True,Double-high,7,Climate/transmission; HIV/TB,2,HIV/TB
25,Micronesia (Federated States of),FSM,0.596840305,5855.66071761687,7868.06893769448,-2012.4082200776104,0.744230987804831,False,False,Neither,0,Household energy/HAP; Climate/transmission; HIV/TB,3,Household energy/HAP
26,Papua New Guinea,PNG,0.43671418,10922.871222401913,13400.218036133432,-2477.3468137315194,0.81512638025356,True,False,Structural high,0,WASH; Immunisation/UHC; HIV/TB,3,Immunisation/UHC
27,Samoa,WSM,0.604489559,7827.890044918629,7608.702322121566,219.1877227970636,1.0288075040286169,True,False,Structural high,0,Climate/transmission,1,Climate/transmission
28,Solomon Islands,SLB,0.45802266,9707.571955632,12692.960222989776,-2985.3882673577773,0.7647996830597031,True,False,Structural high,0,Climate/transmission,1,Climate/transmission
29,Tonga,TON,0.63599479,8786.56786631068,6567.72224886152,2218.84561744916,1.3378409642450677,True,True,Double-high,11,Household energy/HAP,1,Household energy/HAP
30,Vanuatu,VUT,0.47654316,9434.89295034327,12063.456662054276,-2628.563711711008,0.7821052634126684,True,False,Structural high,0,Climate/transmission,1,Climate/transmission
33,Armenia,ARM,0.717334917,4742.33013415951,4154.295787884758,588.0343462747514,1.141548502152795,False,False,Neither,3,Ambient PM2.5,1,Ambient PM2.5
34,Azerbaijan,AZE,0.705297926,5733.44601345271,4481.009855603763,1252.436157848947,1.2794986394155556,False,True,Excess-only,24,Immunisation/UHC; Health resources,2,Immunisation/UHC
35,Georgia,GEO,0.754633377,4272.934252586289,3221.814403764186,1051.1198488221034,1.326250899987918,False,True,Excess-only,7,Household energy/HAP; WASH; Immunisation/UHC; HIV/TB,4,WASH
36,Kazakhstan,KAZ,0.727191018,3419.6872202601703,3895.849700723886,-476.16248046371584,0.8777769890929724,False,False,Neither,0,HIV/TB,1,HIV/TB
37,Kyrgyzstan,KGZ,0.625153433,4368.19208080257,6920.592284537532,-2552.400203734962,0.6311876066680432,False,False,Neither,0,,0,Ambient PM2.5
38,Mongolia,MNG,0.659697833,4424.98870063685,5818.645776167533,-1393.657075530683,0.7604842897914609,False,False,Neither,0,Ambient PM2.5; WASH,2,WASH
39,Tajikistan,TJK,0.551182019,5847.36124339947,9452.450033129597,-3605.0887897301263,0.6186080035234501,False,False,Neither,0,Ambient PM2.5,1,Ambient PM2.5
40,Turkmenistan,TKM,0.682174647,6603.91309166772,5140.700724004215,1463.2123676635056,1.2846328635376725,False,True,Excess-only,24,Ambient PM2.5,1,Ambient PM2.5
41,Uzbekistan,UZB,0.632090937,5522.52849242177,6694.094183485002,-1171.5656910632315,0.8249851796298892,False,False,Neither,14,Ambient PM2.5; Health resources,2,Health resources
43,Albania,ALB,0.706767038,4274.18064009471,4440.499281632934,-166.31864153822426,0.9625450583392364,False,False,Neither,0,,0,Household energy/HAP
44,Bosnia and Herzegovina,BIH,0.712915296,3927.71368127109,4272.866167400051,-345.1524861289613,0.9192222567693996,False,False,Neither,0,Household energy/HAP; Ambient PM2.5; Immunisation/UHC,3,Household energy/HAP
45,Bulgaria,BGR,0.770862429,4042.16336222822,2856.293385558171,1185.8699766700493,1.4151779304836043,False,True,Excess-only,24,WASH; Health resources,2,WASH
46,Croatia,HRV,0.782133463,3545.37793910696,2617.436659740473,927.9412793664874,1.354522916882541,False,True,Excess-only,6,Health resources,1,Health resources
47,Czechia,CZE,0.83103434,3313.2199331974603,1726.3443715373503,1586.87556166011,1.9192114782098544,False,True,Excess-only,13,,0,Immunisation/UHC
48,Hungary,HUN,0.793609757,3615.2573290172,2387.058626638612,1228.1987023785878,1.5145238950867754,False,True,Excess-only,10,Health resources,1,Health resources
49,North Macedonia,MKD,0.758480094,3480.70666535892,3132.900458846648,347.80620651227173,1.111017318003239,False,False,Neither,0,Household energy/HAP; Immunisation/UHC; Health resources,3,Household energy/HAP
50,Montenegro,MNE,0.788565722,3731.31470574842,2486.711800762733,1244.6029049856866,1.500501467280582,False,True,Excess-only,13,Household energy/HAP; Immunisation/UHC; Health resources,3,Household energy/HAP
51,Poland,POL,0.847008286,6120.52093254584,1486.0879490239283,4634.432983521911,4.118545565601171,False,True,Excess-only,13,WASH,1,WASH
52,Romania,ROU,0.768756849,3978.84291717186,2902.2872401478185,1076.5556770240414,1.370933538945377,False,True,Excess-only,22,Immunisation/UHC; HIV/TB; Health resources,3,Immunisation/UHC
53,Serbia,SRB,0.784525117,2731.98412481344,2568.354088853336,163.63003596010458,1.0637100766869567,False,False,Neither,0,Household energy/HAP; WASH; Health resources,3,Health resources
54,Slovakia,SVK,0.813141722,4262.79824321474,2024.960036920932,2237.838206293808,2.105127096580419,False,True,Excess-only,15,,0,Health resources
55,Slovenia,SVN,0.844865839,3512.39553932483,1516.890047799675,1995.5054915251555,2.315524150494452,False,True,Excess-only,19,,0,Immunisation/UHC
57,Belarus,BLR,0.803625792,2812.2260922291603,2196.647932178246,615.5781600509144,1.2802352398094552,False,False,Neither,5,,0,Immunisation/UHC
58,Estonia,EST,0.854860197,2502.66755265997,1376.9094511462802,1125.75810151369,1.8175977734603344,False,True,Excess-only,9,Immunisation/UHC,1,Immunisation/UHC
59,Latvia,LVA,0.8508436,2280.11548821399,1432.0339764632856,848.0815117507043,1.592221641168894,False,True,Excess-only,8,,0,Health resources
60,Lithuania,LTU,0.856187639,2494.58269142178,1359.0230377490905,1135.5596536726896,1.8355705695419875,False,True,Excess-only,9,,0,Health resources
61,Republic of Moldova,MDA,0.733718614,3178.68813458312,3729.340005479642,-550.6518708965223,0.8523460263511958,False,False,Neither,0,Household energy/HAP; WASH; Immunisation/UHC; HIV/TB,4,WASH
62,Russian Federation,RUS,0.822523587,1909.91374023656,1864.458888350502,45.454851886057895,1.024379648256161,False,False,Neither,0,WASH; HIV/TB; Health resources,3,WASH
63,Ukraine,UKR,0.764530545,1974.22707580553,2995.899102225,-1021.6720264194698,0.6589764903428514,False,False,Neither,0,Household energy/HAP; WASH; Immunisation/UHC; HIV/TB,4,HIV/TB
66,Brunei Darussalam,BRN,0.832363947,2212.60041728681,1705.4061155643444,507.19430172246575,1.297403824868206,False,False,Neither,0,Climate/transmission; HIV/TB; Health resources,3,HIV/TB
67,Japan,JPN,0.875884075,1385.5536510448198,1112.5848459449228,272.96880509989705,1.2453465064662674,False,False,Neither,0,,0,Household energy/HAP
68,Republic of Korea,KOR,0.891662727,1547.10960944557,939.8814927833336,607.2281166622363,1.6460688090197533,False,False,Neither,1,HIV/TB,1,HIV/TB
69,Singapore,SGP,0.869993868,2430.49951779291,1182.6098355108338,1247.889682282076,2.055199817227162,False,True,Excess-only,18,Climate/transmission,1,Climate/transmission
71,Australia,AUS,0.852886303,608.6981479992099,1403.8105654976864,-795.1124174984765,0.4336041934428745,False,False,Neither,0,,0,Household energy/HAP
72,New Zealand,NZL,0.866430611,1050.28347689401,1226.4774503421395,-176.19397344812955,0.8563414489202568,False,False,Neither,0,,0,Climate/transmission
74,Andorra,AND,0.879855839,866.5960096795799,1067.0943255860093,-200.4983159064294,0.8121081603574988,False,False,Neither,0,,0,Household energy/HAP
75,Austria,AUT,0.853959728,966.88244831954,1389.1362509725775,-422.2538026530375,0.6960313991104872,False,False,Neither,0,Immunisation/UHC,1,Immunisation/UHC
76,Belgium,BEL,0.876976215,902.98863430065,1099.938395721036,-196.94976142038595,0.8209447345537195,False,False,Neither,0,,0,Household energy/HAP
77,Cyprus,CYP,0.855816058,686.76441690435,1364.013307002775,-677.248890098425,0.5034880623074103,False,False,Neither,0,,0,Immunisation/UHC
78,Denmark,DNK,0.915990253,908.84469884537,713.6920116179473,195.1526872274227,1.2734410418648368,False,False,Neither,0,,0,Household energy/HAP
79,Finland,FIN,0.89081503,924.55468079875,948.6223184807992,-24.06763768204928,0.9746288515321956,False,False,Neither,0,,0,Household energy/HAP
80,France,FRA,0.86109871,888.37166618839,1294.2704307545628,-405.8987645661728,0.6863879797288324,False,False,Neither,0,,0,Household energy/HAP
81,Germany,DEU,0.878636199,975.05301750308,1080.9168083669215,-105.86379086384149,0.9020611114154258,False,False,Neither,0,,0,Household energy/HAP
82,Greece,GRC,0.831148242,847.25239032861,1724.543937952127,-877.291547623517,0.4912906952864946,False,False,Neither,0,,0,Health resources
83,Iceland,ISL,0.888965507,875.87520963528,967.901676236612,-92.02646660133188,0.9049216786573316,False,False,Neither,0,,0,Household energy/HAP
84,Ireland,IRL,0.906907098,865.4916176377999,792.6984421983192,72.7931754394807,1.0918295931522333,False,False,Neither,0,WASH,1,WASH
85,Israel,ISR,0.840929726,884.3571806034299,1574.620981838941,-690.263801235511,0.56163177729959,False,False,Neither,0,,0,Climate/transmission
86,Italy,ITA,0.834438992,846.3678618682001,1673.072233922498,-826.704372054298,0.5058764617017764,False,False,Neither,0,,0,Health resources
87,Luxembourg,LUX,0.89475691,854.54591423364,908.4823523058684,-53.936438072228384,0.9406301752198823,False,False,Neither,0,,0,Household energy/HAP
88,Malta,MLT,0.830491207,796.7060449254699,1734.9469822353435,-938.240937309874,0.4592106001412079,False,False,Neither,0,Climate/transmission,1,Climate/transmission
89,Netherlands,NLD,0.908399773,784.8143861817499,779.28061234471,5.5337738370399165,1.0071011311578637,False,False,Neither,0,,0,Household energy/HAP
90,Norway,NOR,0.916927776,1050.68929862907,705.8925712970846,344.7967273319854,1.4884549595109324,False,False,Neither,0,,0,Household energy/HAP
91,Portugal,PRT,0.78646394,863.89445847974,2528.97824796181,-1665.0837894820702,0.3415982162661866,False,False,Neither,0,,0,HIV/TB
92,Spain,ESP,0.811819795,879.79038967876,2048.273878100528,-1168.4834884217682,0.4295277106666203,False,False,Neither,0,,0,Health resources
93,Sweden,SWE,0.910927944,871.89520946306,756.9474178985556,114.94779156450444,1.1518570363627418,False,False,Neither,0,,0,Household energy/HAP
94,Switzerland,CHE,0.946050659,808.0061329821,494.5508927858951,313.4552401962049,1.6338179644777395,False,False,Neither,0,,0,Household energy/HAP
95,United Kingdom,GBR,0.880444683,812.8425486624499,1060.467096178559,-247.6245475161088,0.7664948319392133,False,False,Neither,0,,0,Household energy/HAP
97,Argentina,ARG,0.764786183,2512.36657406578,2990.1878640359823,-477.82128997020254,0.8402035886383182,False,False,Neither,0,Immunisation/UHC; HIV/TB,2,Immunisation/UHC
98,Chile,CHL,0.788533125,1966.1432787402705,2487.363989995078,-521.2207112548076,0.7904525781705801,False,False,Neither,0,HIV/TB,1,HIV/TB
99,Uruguay,URY,0.745444259,2385.15484068362,3439.840464523285,-1054.685623839665,0.6933911224322347,False,False,Neither,0,HIV/TB,1,HIV/TB
101,Canada,CAN,0.887304675,578.20536370774,985.4590943310365,-407.2537306232964,0.586737051830899,False,False,Neither,0,,0,Household energy/HAP
102,United States of America,USA,0.876475276,946.79547072534,1105.726015615472,-158.93054489013184,0.856265889880806,False,False,Neither,0,,0,Household energy/HAP
105,Antigua and Barbuda,ATG,0.755852569,4015.9661438137,3193.482095058996,822.484048754704,1.2575508564858604,False,True,Excess-only,8,Climate/transmission; HIV/TB; Health resources,3,Climate/transmission
106,Bahamas,BHS,0.813601011,3296.48391560486,2016.900374468817,1279.583541136043,1.634430712262147,False,True,Excess-only,20,Climate/transmission; HIV/TB; Health resources,3,HIV/TB
107,Barbados,BRB,0.754794961,4115.96855926126,3218.051351418577,897.9172078426836,1.2790251334699383,False,True,Excess-only,15,Climate/transmission; HIV/TB; Health resources,3,Climate/transmission
108,Belize,BLZ,0.628475098,3556.97627194726,6811.843979049481,-3254.867707102221,0.5221752410782018,False,False,Neither,0,Climate/transmission,1,Climate/transmission
109,Cuba,CUB,0.694880527,4042.7294374621697,4773.171040810933,-730.4416033487632,0.8469693214210346,False,False,Neither,0,Household energy/HAP; Climate/transmission,2,Household energy/HAP
110,Dominica,DMA,0.75366422,4088.28180227458,3244.4362885632186,843.8455137113615,1.2600900244785065,False,True,Excess-only,5,Household energy/HAP; Climate/transmission; WASH; Immunisation/UHC; Health resources,5,Immunisation/UHC
111,Dominican Republic,DOM,0.658091059,3657.28131256664,5868.373976528094,-2211.0926639614545,0.6232188553754028,False,False,Neither,0,Climate/transmission,1,Climate/transmission
112,Grenada,GRD,0.678048084,4080.3739996452896,5262.589776530384,-1182.215776885094,0.7753547536314854,False,False,Neither,0,Climate/transmission,1,Climate/transmission
113,Guyana,GUY,0.695580314,3417.2319928416696,4753.280532583241,-1336.048539741572,0.7189207473484683,False,False,Neither,0,Climate/transmission,1,Climate/transmission
114,Haiti,HTI,0.463794706,8949.67630920838,12498.099758050195,-3548.423448841817,0.7160829632075685,True,False,Structural high,4,Climate/transmission; Immunisation/UHC,2,Immunisation/UHC
115,Jamaica,JAM,0.691833531,3366.7726204638,4860.212578773317,-1493.4399583095164,0.6927212680301218,False,False,Neither,0,Household energy/HAP; Climate/transmission; WASH; Health resources,4,WASH
116,Saint Lucia,LCA,0.70288814,3839.26014954546,4547.83398597993,-708.5738364344697,0.8441953161397574,False,False,Neither,0,Climate/transmission; Immunisation/UHC,2,Climate/transmission
117,Saint Vincent and the Grenadines,VCT,0.65846284,3375.1845580933,5856.853418606447,-2481.668860513147,0.576279499734582,False,False,Neither,0,Climate/transmission,1,Climate/transmission
118,Suriname,SUR,0.654870057,3752.37003932975,5968.540679289443,-2216.170639959693,0.6286913738144231,False,False,Neither,0,Climate/transmission; Immunisation/UHC,2,Climate/transmission
119,Trinidad and Tobago,TTO,0.770448612,2710.74307016567,2865.2987832205845,-154.55571305491458,0.9460594776502872,False,False,Neither,0,Climate/transmission; Health resources,2,Climate/transmission
121,Bolivia (Plurinational State of),BOL,0.631803304,7440.207928602401,6703.436523086159,736.7714055162423,1.109909507307014,True,True,Double-high,21,WASH; Immunisation/UHC,2,WASH
122,Ecuador,ECU,0.690996593,5266.9638147982,4884.243689731288,382.72012506691135,1.078358114250431,False,False,Neither,4,WASH; Immunisation/UHC,2,WASH
123,Peru,PER,0.685607664,5509.25704553358,5040.224938310101,469.0321072234792,1.0930577728105797,False,False,Neither,22,Ambient PM2.5; WASH,2,Ambient PM2.5
125,Colombia,COL,0.688855489,3153.35319463688,4945.960038377263,-1792.6068437403833,0.6375613976192728,False,False,Neither,0,,0,Climate/transmission
126,Costa Rica,CRI,0.71538598,2454.02282393754,4206.380791386863,-1752.357967449323,0.5834048189271133,False,False,Neither,0,Climate/transmission,1,Climate/transmission
127,El Salvador,SLV,0.608140065,3146.32744162048,7485.76261388483,-4339.43517226435,0.4203082042415521,False,False,Neither,0,Ambient PM2.5,1,Ambient PM2.5
128,Guatemala,GTM,0.553757769,4471.20898496616,9361.972129151249,-4890.763144185089,0.4775926400211914,False,False,Neither,0,Ambient PM2.5,1,Ambient PM2.5
129,Honduras,HND,0.520269472,2888.62258023463,10540.69452400603,-7652.071943771401,0.2740448054590617,False,False,Neither,0,,0,Climate/transmission
130,Mexico,MEX,0.693436757,1513.33403445923,4814.326436179283,-3300.992401720053,0.3143397221855677,False,False,Neither,0,,0,Immunisation/UHC
131,Nicaragua,NIC,0.535691817,3139.91097077426,9997.640412104189,-6857.729441329927,0.3140652035226988,False,False,Neither,0,,0,Climate/transmission
132,Panama,PAN,0.71530692,3042.82832068322,4208.500384255753,-1165.6720635725324,0.7230196133678922,False,False,Neither,0,Climate/transmission,1,Climate/transmission
133,Venezuela (Bolivarian Republic of),VEN,0.580213457,3163.99782903712,8438.997047616864,-5274.999218579744,0.3749258130064898,False,False,Neither,0,Immunisation/UHC,1,Immunisation/UHC
135,Brazil,BRA,0.683949753,6194.3408642165405,5088.641511155144,1105.6993530613963,1.2172877280974737,False,True,Excess-only,21,,0,Climate/transmission
136,Paraguay,PRY,0.674088962,4266.81004567222,5380.652853396322,-1113.8428077241017,0.7929911410246374,False,False,Neither,0,,0,Household energy/HAP
139,Algeria,DZA,0.657757116,5984.66604270513,5878.729324985206,105.93671771992376,1.018020342809403,False,False,Neither,15,,0,Health resources
140,Bahrain,BHR,0.784320905,5578.38369139448,2572.523027762981,3005.8606636314985,2.168448496356256,False,True,Excess-only,19,Ambient PM2.5; Health resources,2,Ambient PM2.5
141,Egypt,EGY,0.676519583,8248.988093949421,5308.041898175144,2940.946195774278,1.5540548194966863,True,True,Double-high,24,Ambient PM2.5; Health resources,2,Ambient PM2.5
142,Iran (Islamic Republic of),IRN,0.717585049,2776.05004523411,4147.634204072249,-1371.5841588381395,0.6693092757573741,False,False,Neither,0,Ambient PM2.5,1,Ambient PM2.5
143,Iraq,IRQ,0.653812815,6854.63682933101,6001.556492161857,853.0803371691527,1.1421431820700665,False,True,Excess-only,24,Ambient PM2.5,1,Ambient PM2.5
144,Jordan,JOR,0.72035157,7165.26809211332,4074.30894792672,3090.9591441866,1.7586462351509908,False,True,Excess-only,20,Household energy/HAP; Ambient PM2.5; Immunisation/UHC; Health resources,4,Household energy/HAP
145,Kuwait,KWT,0.877142895,10401.755995638789,1098.0175330979484,9303.73846254084,9.473214845933525,True,True,Double-high,24,Ambient PM2.5,1,Ambient PM2.5
146,Lebanon,LBN,0.723671502,7005.694524592281,3987.17848345409,3018.5160411381908,1.7570556607045222,False,True,Excess-only,24,Household energy/HAP; Ambient PM2.5; WASH; Immunisation/UHC; Nutrition; Health resources,6,Immunisation/UHC
147,Libya,LBY,0.770482329,7505.98166476235,2864.564419287068,4641.4172454752825,2.620287263998914,True,True,Double-high,24,WASH; Immunisation/UHC; Health resources,3,WASH
148,Morocco,MAR,0.612385219,6339.835944959089,7343.5150553625235,-1003.6791104034346,0.863324429399718,False,False,Neither,5,Health resources,1,Health resources
149,Palestine,PSE,0.6379798,7398.178954804401,6503.77397469935,894.4049801050505,1.1375209199434697,True,True,Double-high,19,Household energy/HAP,1,Household energy/HAP
150,Oman,OMN,0.781268794,5930.28981778007,2635.3202577082684,3294.9695600718014,2.2503108684548185,False,True,Excess-only,24,Ambient PM2.5; WASH; Health resources,3,Ambient PM2.5
151,Qatar,QAT,0.859589918,5990.892539220679,1313.926749203223,4676.965790017456,4.559533126830404,False,True,Excess-only,24,Ambient PM2.5,1,Ambient PM2.5
152,Saudi Arabia,SAU,0.828451182,5652.44470174113,1767.5156078552588,3884.929093885871,3.197960276345128,False,True,Excess-only,24,Ambient PM2.5,1,Ambient PM2.5
153,Syrian Arab Republic,SYR,0.58868192,7702.664296598299,8147.090245721387,-444.4259491230878,0.9454497328838984,True,False,Structural high,10,Ambient PM2.5; Immunisation/UHC; Health resources,3,Immunisation/UHC
154,Tunisia,TUN,0.683722134,6353.425097380031,5095.304298915862,1258.1207984641687,1.2469176961093102,False,True,Excess-only,24,Health resources,1,Health resources
155,Türkiye,TUR,0.730952258,5079.97192635007,3799.445769843583,1280.526156506487,1.3370297233007236,False,True,Excess-only,12,Ambient PM2.5; Health resources,2,Health resources
156,United Arab Emirates,ARE,0.862209546,5506.32909380916,1279.9323752468842,4226.396718562276,4.302046889584345,False,True,Excess-only,24,Ambient PM2.5,1,Ambient PM2.5
157,Yemen,YEM,0.446393545,11472.52899260395,13081.443617731891,-1608.9146251279435,0.8770078691508435,True,False,Structural high,21,Ambient PM2.5; Immunisation/UHC,2,Immunisation/UHC
160,Afghanistan,AFG,0.333711266,11865.47544886917,16460.214884512206,-4594.739435643036,0.7208578704542714,True,False,Structural high,15,Immunisation/UHC,1,Immunisation/UHC
161,Bangladesh,BGD,0.517107282,9008.64499067312,10651.878875133902,-1643.233884460782,0.8457329543713831,True,False,Structural high,15,Ambient PM2.5; Climate/transmission,2,Ambient PM2.5
162,Bhutan,BTN,0.52425393,6326.53584007223,10400.488473153271,-4073.952633081041,0.6082921832376321,False,False,Neither,0,,0,Ambient PM2.5
163,India,IND,0.606982048,8613.16113084222,7524.700685489433,1088.4604453527863,1.1446516600257288,True,True,Double-high,13,Ambient PM2.5; Health resources,2,Ambient PM2.5
164,Nepal,NPL,0.471006784,8423.68553298228,12252.89373518262,-3829.20820220034,0.6874853985548526,True,False,Structural high,10,Ambient PM2.5,1,Ambient PM2.5
165,Pakistan,PAK,0.512722944,15356.059810624509,10805.87034217767,4550.189468446839,1.4210849588567112,True,True,Double-high,24,Ambient PM2.5; Health resources,2,Ambient PM2.5
168,Angola,AGO,0.499296938,6833.60398246464,11275.778592402792,-4442.174609938153,0.60604276028166,False,False,Neither,2,Immunisation/UHC; HIV/TB,2,HIV/TB
169,Central African Republic,CAF,0.259147219,15119.462837139,18240.46286639148,-3121.00002925248,0.8288968842450264,True,False,Structural high,9,Household energy/HAP; WASH; Immunisation/UHC; HIV/TB,4,WASH
170,Congo,COG,0.57784943,6931.40390876314,8520.852020142465,-1589.4481113793254,0.8134637114197002,False,False,Neither,10,Household energy/HAP; Ambient PM2.5; Climate/transmission; Immunisation/UHC; Health resources,5,Ambient PM2.5
171,Democratic Republic of the Congo,COD,0.395104186,10276.8403893682,14715.099470164429,-4438.259080796228,0.6983874224027495,True,False,Structural high,10,Household energy/HAP; WASH; Immunisation/UHC; Health resources,4,WASH
172,Equatorial Guinea,GNQ,0.646241526,5581.58119591103,6239.931346592461,-658.3501506814309,0.8944940073674134,False,False,Neither,6,Household energy/HAP; Ambient PM2.5; Climate/transmission; Immunisation/UHC,4,Ambient PM2.5
173,Gabon,GAB,0.631085776,6160.34337731758,6726.760407248083,-566.4170299305024,0.9157964613515612,False,False,Neither,13,Climate/transmission; WASH; Immunisation/UHC; HIV/TB,4,WASH
175,Burundi,BDI,0.307259853,12220.57701587248,17133.858272904654,-4913.281257032173,0.7132413973096768,True,False,Structural high,16,Household energy/HAP; Health resources,2,Household energy/HAP
176,Comoros,COM,0.478698597,9546.50102276371,11989.441347051692,-2442.9403242879816,0.7962423557884353,True,False,Structural high,7,Climate/transmission; Immunisation/UHC,2,Climate/transmission
177,Djibouti,DJI,0.491006575,9262.101197123671,11564.266191012308,-2302.1649938886367,0.8009242475170739,True,False,Structural high,0,Ambient PM2.5; HIV/TB,2,HIV/TB
178,Eritrea,ERI,0.414533257,13199.150945042831,14113.091063900998,-913.9401188581668,0.9352416763471556,True,False,Structural high,17,Household energy/HAP; Health resources,2,Health resources
179,Ethiopia,ETH,0.393767735,8832.14604735234,14755.683406846,-5923.537359493661,0.598558928368889,True,False,Structural high,4,WASH; Immunisation/UHC; Health resources,3,WASH
180,Kenya,KEN,0.548710797,14302.637622573438,9539.319913852933,4763.317708720506,1.4993351467124243,True,True,Double-high,24,Household energy/HAP; WASH; Health resources,3,WASH
181,Madagascar,MDG,0.379987683,10880.43729404419,15167.663222882024,-4287.225928837834,0.7173443353904312,True,False,Structural high,2,Household energy/HAP; WASH; Immunisation/UHC; Health resources,4,WASH
182,Malawi,MWI,0.409532838,8843.57258955434,14270.126748677843,-5426.554159123503,0.6197262817146116,True,False,Structural high,12,Household energy/HAP; Health resources,2,Household energy/HAP
183,Mauritius,MUS,0.736236312,8532.69450114996,3666.129664810971,4866.564836338988,2.3274393655658967,True,True,Double-high,24,Climate/transmission; Health resources,2,Climate/transmission
184,Mozambique,MOZ,0.341791325,6796.73260683972,16244.927913481824,-9448.195306642105,0.4183910598457654,False,False,Neither,0,Household energy/HAP; HIV/TB,2,HIV/TB
185,Rwanda,RWA,0.462112705,10106.528353431631,12555.014794840405,-2448.4864414087715,0.8049794061242366,True,False,Structural high,15,,0,Health resources
186,Seychelles,SYC,0.753016949,10269.11516278566,3259.59402037996,7009.5211424057,3.150427660187149,True,True,Double-high,24,Climate/transmission,1,Climate/transmission
187,Somalia,SOM,0.229019065,11679.651580832651,18862.1830412206,-7182.531460387945,0.6192099586409722,True,False,Structural high,0,Household energy/HAP; Immunisation/UHC; Health resources,3,Immunisation/UHC
189,United Republic of Tanzania,TZA,0.465888633,10169.993961330589,12427.099288744786,-2257.1053274141977,0.8183723107886925,True,False,Structural high,21,Health resources,1,Health resources
190,Uganda,UGA,0.442281237,8611.93386057941,13217.407870610055,-4605.474010030646,0.6515599688596068,True,False,Structural high,0,WASH; Health resources,2,WASH
191,Zambia,ZMB,0.505571537,6219.711193596289,11056.526731467073,-4836.815537870783,0.5625375259931205,False,False,Neither,0,HIV/TB,1,HIV/TB
193,Botswana,BWA,0.677582005,7123.59825240792,5276.432038101226,1847.1662143066944,1.3500786518177943,False,True,Excess-only,21,WASH; HIV/TB; Health resources,3,WASH
